商品編號,商品名稱,大分類名稱,中分類名稱,小分類名稱,規格,售價,特價,庫存量,品牌,描述,Youtube 影片介紹,購物網址,備註,商品圖片網址1
4719866800018,天然桑椹原汁(加糖)/600ml,常溫食品,沖調/飲品/咖啡/早餐,沖調飲品,無,350,0.0,5,陳稼莊,★嚴選優質桑葚、無添加防腐劑、無色素、無任何化學添加物 ★富含 18 種氨基酸、多種維生素及礦物質等營養素 ★產品特色: 1、均採自認證農場之優質桑葚、天然、無使用農藥自然農法栽培的產品、無防添加腐劑、無色素、無化肥、無任何化學添加物. 2、桑葚含有 18 種氨基酸及多種維生素如 A、B1、B2、C、D 等、以及胡蘿蔔素、葡萄糖、果糖、鞣質、蘋果酸、花青素、天車菊素、鈣質、鐵質、磷質、豐富的營養成分. l 原料:桑葚(100% 陳稼莊果園無農藥•無化肥•無除草劑栽培)、冰糖(無漂白). l 保存期限:2 年(未開封前) l 飲用方法:請稀釋約 5 倍後飲用.冷溫飲皆宜、冰涼後飲用風味更佳. l 保存方法:開瓶後請冷藏、並儘速飲用完畢. l 原產地:台灣 ★製作成份:天然、無使用農藥自然農法栽培的桑葚、無漂白冰糖. ★內容包裝:600cc/ 瓶.,無,https://s1.myqr.com.tw/newshop/177/TypeGoods?type2=5425&type1=5964&type0=6202&pageIndex=0&goodId=28673,陳稼莊,https://pshop.myqr.com.tw/qrssimage/GoodsImage/85/85504.png?20
4712572800952,有機彩虹藜麥-十二珍穀飲/25g*20入,常溫食品,沖調/飲品/咖啡/早餐,沖調飲品,無,494,0.0,27,呷七碗,產品特色: 臺安醫院健康發展部配方審定、並通過慈心有機驗證;由彩虹藜麥搭配十二種有機天然穀物、讓您全家大小都安心享用. # 無添加 # 老少咸宜 # 嬰兒副食品 產品內容: 重 量:500g(25g?20 包) 成 份:有機糙米(台灣)、有機燕麥(英國、芬蘭、澳洲、美國)、有機黃豆(非基因改造)(美國、加拿大、俄羅斯)、有機紅藜麥(祕魯、玻利維亞)、有機黑豆(中國)、有機小米(美國)、有機白藜麥(祕魯、玻利維亞)、有機黑糯糙米(台灣)、有機白米(台灣)、有機紅藻粉(有機海藻鈣)(英國)、有機黑藜麥(祕魯)、有機珍珠大麥(加拿大、芬蘭)、有機亞麻仁籽(加拿大). 過敏原警示:本產品含麩質穀類和豆類、不適合其過敏體質者食用. 食用方法: 隨身包撕開倒入杯中、加入?冷開水攪拌溶解、再加入?熱開水、均勻攪拌即可享用.即可享用. 保存期限: 24 個月(請存放於陰涼乾燥處、開封後請盡快食用.) 呷七碗 Q&amp;A Q1.為什麼要由臺安醫院配方審定?嘉義食品(呷七碗)製造呢? A:臺安醫院是台灣最早開始推廣養生觀念及健康飲食的預防醫學中心、其健康飲食觀念為無蛋無奶、無精製糖、無提煉油、無刺激品、且須高纖維、零膽固醇、又擁有專業的營養團隊、因此由臺安醫院專業營養團隊嚴格審合配方、並由嘉義食品(呷七碗)製造、可在美味及安全、衛生、品質上做最嚴格的把關、開發出健康又美味的養生食品. Q2.產品為什麼在價格上、較一般同質性產品高? A:臺安養生沖調系列產品是由臺安醫院專業營養團隊嚴格把關、在食材方面、嚴選各國有機食材、經 SGS 國際品質多項認證、且製程符合 ISO22000、HACCP 及高技術滾筒乾燥、保留最多營養價值、希望能提供消費者最安全健康的沖調食品、且不使用對身體有負擔的精製糖、奶精、糊精、人工香料、人工甘味劑、真正天然無負擔、因此成本相對較高、但對消費者的健康也相對加分. 本商品規格 廠商名稱:家庭億得行銷股份有限公司 廠商電話:02-8771-0222 廠商地址:台北市大安區忠孝東路四段 218 號 13 樓 投保產品責任險字號:0500 字第 18AML0001182 號 食品業者登錄字號:家庭億得 A-150792822-0000,無,https://s1.myqr.com.tw/newshop/177/TypeGoods?type2=5425&type1=5964&type0=6202&pageIndex=0&goodId=28670,慈心驗證 慈心認證 慈心有機驗證,https://pshop.myqr.com.tw/qrssimage/GoodsImage/67/67096.jpg?20
4712572801447,有機彩虹藜麥-核桃杏仁飲(無糖)/20g*20入,常溫食品,沖調/飲品/咖啡/早餐,沖調飲品,無,494,0.0,11,呷七碗,品名:有機彩虹藜麥核桃杏仁飲 成份:有機黃豆(非基因改造)、有機燕麥、有機糙米、有機光中杏、有機核桃、有機黑藜麥、有機紅藜麥、有機白藜麥、有機杏仁果、有機腰果. 沖泡方式:隨身包撕開倒入杯中、先加入約 50cc 冷開水攪拌、讓穀粉部分溶解、在加入約 200cc 溫熱開水(80°C)、攪拌溶解即可享用美味沖調. 淨重:20 公克&times;20 包(400 公克) 保存期限:12 個月 保存方式:請存放於陰涼乾燥處、開封後請儘快食用. 原產地:台灣 營養標示每一份量 20 公克本包裝含 1 份 每份每 100 公克 熱量 83.4 大卡 417 大卡 蛋白質 3.5 公克 17.5 公克 脂肪 3 公克 15 公克 飽和脂肪 0.3 公克 1.5 公克 反式脂肪 0 公克 0 公克 膽固醇 0 毫克 0 毫克 碳水化合物 10.6 公克 53 公克 糖 0.6 公克 3 公克 膳食纖維 1.8 公克 9.1 公克 鈉 5 毫克 25 毫克 鐵 0.8 毫克 4 毫克 鈣 18 毫克 90 毫克 嘉義食品工業(股)公司 02-22287777 新北市中和區中正路 907 號 食品業者登錄字號:B-145866507,無,https://s1.myqr.com.tw/newshop/177/TypeGoods?type2=5425&type1=5964&type0=6202&pageIndex=0&goodId=32544,有機認證,https://pshop.myqr.com.tw/qrssimage/GoodsImage/78/78052.jpg?55
4711175009458,有機蘋果醋500ml(有糖),常溫食品,沖調/飲品/咖啡/早餐,沖調飲品,無,210,0.0,44,味榮,■成 分:有機糙米醋(台灣)、有機蘋果濃縮汁(紐西蘭)、水、有機砂糖(巴西) ■規格:500ml(580g) ■酸度:2% 以上 ■產 地:台灣 ■保存期限:3 年 ■保存方法:置於陰涼乾燥處、避免陽光直射. ■國際條碼:4711175009458 ------------------------------------ 使用方式: ◎以飲用水 3:1 方式稀釋後、即可直接飲用;添加蜂蜜或冰糖後、風味更佳. ◎生菜沙拉醬、鍋物沾醬及料理醃製使用. ---------------------------- 商品特色: ●台灣有機糙米純釀造醋 ●3 倍濃縮 ●手工陶缸釀造 ●無防腐劑、無味精 ●無化學冰醋酸成份 ●古法陶缸釀造、熟成六個月,無,https://s1.myqr.com.tw/newshop/177/TypeGoods?type2=5425&type1=5964&type0=6202&pageIndex=0&goodId=38764,無,https://pshop.myqr.com.tw/qrssimage/GoodsImage/98/98167.jpeg?55
4714379958188,米森好菌牧場-金萱茶拿鐵/20g*10包,常溫食品,沖調/飲品/咖啡/早餐,沖調飲品,無,385,0.0,-5,米森,商品特色 專利好菌 促進新陳代謝 嚴選台灣高山金萱茶 嚴選紐西蘭有機 - 真牛奶 幫助維持消化道機能、使排便順暢 堅持不加奶精、麥芽糊精、豆膠等添加物 銷售重點 【BC 孢子型益生菌 X 金萱拿鐵奶香】 米森選用美國大廠研發 BC30 凝結芽孢桿菌、其專利好菌耐酸鹼及高溫、可以順利抵達腸道發揮定殖功效、再搭配台灣高山金萱茶及紐西蘭全脂奶粉、淡雅細緻好滋味、促進新陳代謝、幫助維持消化道機能、使排便順暢.,無,https://s1.myqr.com.tw/newshop/177/TypeGoods?type2=5425&type1=5964&type0=6202&pageIndex=0&goodId=47752,青荷 慈心驗證 慈心認證 慈心有機驗證,https://pshop.myqr.com.tw/qrssimage/GoodsImage/130/130099.jpg?55
4714379956993,米森有機京都抹茶拿鐵/25g*8包,常溫食品,沖調/飲品/咖啡/早餐,沖調飲品,無,275,0.0,7,米森,商品特色 ★有機級 無添加防腐劑、人工香料及色素 日本直送頂級有機抹茶粉 嚴選紐西蘭有機 - 真牛奶 堅持不加奶精、麥芽糊精、豆膠等添加物 銷售重點 使用日本產的有機抹茶、堅持採用超過百年傳統的覆蓋蒸菁製茶方法、從採摘茶葉前的覆蓋、蒸菁、揉捻、乾燥等多達數十多道的繁覆工序、淬鍊出香氣濃郁且飽滿翠綠的頂級抹茶.再搭配紐西蘭有機牛奶粉、按照抹茶拿鐵的完美比例調配、如此正統的京都抹茶拿鐵、讓每一口都能感受到漫步的抹茶香.,無,https://s1.myqr.com.tw/newshop/177/TypeGoods?type2=5425&type1=5964&type0=6202&pageIndex=0&goodId=47751,青荷 慈心驗證 慈心認證 慈心有機驗證,https://pshop.myqr.com.tw/qrssimage/GoodsImage/130/130094.jpg?39
4714379951516,米森有機京都純抹茶粉/75g,常溫食品,沖調/飲品/咖啡/早餐,沖調飲品,無,428,0.0,18,米森,米森有機京都純抹茶粉 來自日本京都有機茶園契作的有機抹茶粉、為保留最純正的抹茶原味、堅持採用傳統覆蓋蒸菁的製茶方法、從採摘茶葉前的覆蓋、蒸菁、揉捻、乾燥等多達數十多道的繁瑣工序、淬鍊出馨香翠綠、喉韻回甘的究極抹茶.且全程通過有機驗證、無添加人工色素及防腐劑.可作為正統抹茶飲品或製作抹茶糕點、都是你與家人的最安心選擇. ★無添加防腐劑、人工香料及色素 ★無添加糖、超細緻抹茶粉末 ★日本京都府產、產地直送米森 商品規格 原料:有機抹茶粉 驗證單位:慈心有機驗證股份有限公司 有機農產品驗證證書字號:TOC-P0002 委託工廠:簡單生活開發有限公司(通過國際 ISO22000 及 HACCP 食品安全認證) 規格:75 公克 保存期限:12 個月(未開封前) 保存方式:避免日光直射、置於陰涼乾燥處、開封後請冷藏並請儘快食用完畢 原產地:日本 ※製造日期與有效期限、商品成分與適用注意事項皆標示於包裝或產品中 ※本產品網頁因拍攝關係、圖檔略有差異、實際以廠商出貨為主 ※本產品文案若有變動敬請參照實際商品為準 每份營養成份(每一份量 3 公克、本包裝含 25 份)熱量 8 大卡 / 蛋白質 0.7 公克 / 脂肪 0 公克 / 飽和脂肪 0 公克 / 反式脂肪 0 公克 / 碳水化合物 1.2 公克 / 糖 0.3 公克 / 鈉 2 毫克,無,https://s1.myqr.com.tw/newshop/177/TypeGoods?type2=5425&type1=5964&type0=6202&pageIndex=0&goodId=28544,青荷 慈心驗證 慈心認證 慈心有機驗證,https://pshop.myqr.com.tw/qrssimage/GoodsImage/66/66284.jpg?39
4714379951387,米森有機純黑可可粉/150g,常溫食品,沖調/飲品/咖啡/早餐,沖調飲品,無,325,0.0,35,米森,★有機級 ★無添加防腐劑、人工香料及色素 ★適合烘焙及沖泡調合使用 ★嚴選義大利頂級進口可可粉 米森研發團隊、為了找尋香醇濃厚的可可粉跑遍歐美各地的可可廠、最後選用擁有超過五十年可可專業經驗的義大利 ICAM 頂級有機可可粉、從選豆、烘焙到研磨皆要求最高品質、且不加糖的配方更能感受出可可的濃郁口感. 產品內容物與規格說明 / 保固資訊 1.品名:【米森】純黑可可粉 2.淨重、容量:150 公克 / 罐 3.食品添加物名稱:無 4.原產地(國):荷蘭 5.保存期限:18 個月(未開封) 6.廠商名稱:青荷國際有限公司 電話:(03)318-3186 地址:桃園市龜山區華亞二路 23 號 4F &middot;產地:荷蘭 【青荷御膳房】 1.取出約 3~4 湯匙(約 8~10 公克)的義大利純可可粉直接倒入杯中. 2.加入 150~200 亳升的熱開水、另可搭配牛奶、豆漿等. 3.充份攪拌後、可另外加糖、即可直接飲用. 使用於烘培麵包上:做好麵團後、加入一小茶匙米森純黑可可粉於麵團中、再放回麵包機中繼續行程烘培成吐司、蛋糕或麻糬. ※可依個人喜好、增減水量、調整濃淡口感. &middot;【食品業者登錄字號】H-124407269-00000-9 &middot;【投保產品責任險公司與字號】明台產物保險股份有限公司、字號:0009PDT00094 &middot;【製造廠商或國內負責廠商名稱】青荷國際有限公司 &middot;【製造廠商或國內負責廠商電話】03-359-4557 &middot;【製造廠商或國內負責廠商地址】桃園市龜山區振興路 1165-1 號 &middot;【食物過敏原標示】無 &middot;【葷 / 純素 / 奶蛋素】純素,無,https://s1.myqr.com.tw/newshop/177/TypeGoods?type2=5425&type1=5964&type0=6202&pageIndex=0&goodId=28545,青荷 有機認證,https://pshop.myqr.com.tw/qrssimage/GoodsImage/66/66283.jpeg?75
4714379951097,米森有機黑芝麻粉/350g,常溫食品,沖調/飲品/咖啡/早餐,沖調飲品,無,330,0.0,14,米森,米森有機純黑芝麻粉 高鈣活力好幫手∼有機純黑芝麻粉 黑芝麻(BlackSesameSeeds)別名為胡麻、是胡麻科胡麻屬植物的種子、其成份由於外殼膜較硬不易吸收、因此『米森』有機純黑芝麻粉特地經過清洗、炒焙及研磨成細粉、保留住豐富的膳食纖維、鈣質等多種成份. ◎全程採用有機栽種原料、為天然膳食纖維及鈣質雙效成份最佳來源之一. ◎嚴選有機黑芝麻原料、未經榨油的新鮮芝麻、品質純正且香氣濃郁. 【商品規格】 原料:有機黑芝麻粉(台灣) 驗證單位:慈心有機驗證股份有限公司 有機農產品驗證證書字號:1-009-210002 規格:350 公克 保存期限:12 個月(未開封前) 保存方式:避免日光直射、置於陰涼乾燥處、開封後請儘快食用完畢 原產地:台灣(委託授權有機加工廠包裝) 廠商名稱:青荷國際有限公司 電話:03-359-4557 地址:桃園市龜山區振興路 1165-1 號 產地:台灣 【青荷御膳房】 有機黑芝麻精力湯: 可直接加入穀粉中一同沖泡或搭配牛奶、豆漿或蔬菜精力湯等一同調味和飲用. 有機黑芝麻香鬆: 可直接撒在各種生菜沙拉優格、粥品及米飯或搭配三寶飯、芝麻及肉鬆等調味料一同食用. 產品內容物與規格說明 / 保固資訊,無,https://s1.myqr.com.tw/newshop/177/TypeGoods?type2=5425&type1=5964&type0=6202&pageIndex=0&goodId=28547,青荷 慈心驗證 慈心認證 慈心有機驗證,https://pshop.myqr.com.tw/qrssimage/GoodsImage/66/66298.jpg?11
4714379956450,米森純龍眼蜂蜜/120g,常溫食品,沖調/飲品/咖啡/早餐,沖調飲品,無,165,0.0,16,米森,◆米森選物、100% 純蜜◆ 純龍眼蜂蜜嚴選來自優良龍眼產地 - 泰國清邁、屬全年恆溫的熱帶氣候、並擁有純淨低汙染的環境、以不違反自然方式、堅持產出良心好蜜;更通過 7 大檢驗、用科學證明真蜜、最安心!龍眼蜜香氣獨特、甜味豐厚飽滿濃郁、口感溫潤、值得品嚐! 安心 100% 純蜜 無添加果糖 龍眼蜜香氣獨特 自然農法、純淨低汙染 通過 7 大檢驗、用科學驗證真蜜 ※建議 1 歲以上孩童食用 產品內容物與規格說明 / 保固資訊 品名:【米森】純龍眼蜜(120g/ 瓶) 原料:泰國龍眼蜜 淨重:120 公克 保存期限:18 個月(未開封) 有效日期:標示於外包裝上西元年月日 保存方式:避免日光直射、置於陰涼乾燥處、. 委託工廠:簡單生活開發有限公司(通過國際 ISO22000 及 HACCP 食品驗證) 食品添加物名稱:無 廠商名稱:青荷國際有限公司 電話:03-359-4557 地址:桃園市龜山區振興路 1165-1 號 原產地:泰國 備註:產品資訊若與包裝上略有差異時、以實際包裝上標示為準 貼心小提醒 1.未滿一歲之嬰幼兒不宜食用 2.蜂蜜結晶為自然現象、並非變質或劣質假蜜、請安心食用 產地:泰國 產品標示內容 【食品業者登錄字號】H-124407269-00000-9 【投保產品責任險公司與字號】明台產物保險股份有限公司、字號:0009PDT00094 【製造廠商或國內負責廠商名稱】青荷國際有限公司 【製造廠商或國內負責廠商電話】03-359-4557 【製造廠商或國內負責廠商地址】桃園市龜山區振興路 1165-1 號 【食物過敏原標示】1.未滿一歲之嬰幼兒不宜食用 2.蜂蜜結晶為自然現象、並非變質或劣質假蜜、請安心食用 【其他揭露事項】訂購注意事項: ●商品有效日:消費者收受之商品 其有效日期至少距收受日 91 日以上 ●投保產品責任險公司與字號:明台產物保險股份有限公司、字號:0009PDT00094 ●運送方式:常溫 ●消費者取貨時 應從速檢查所受領之物;欲退換貨 應善盡商品保存之責任 ●販售人姓名:青荷國際有限公司 電話:03-359-4557 地址:桃園市龜山區振興路 1165-1 號 食品登錄字號 H-124407269-00000-9 ●消費爭議處理申訴專線:03-359-4557;如發生訴訟時雙方同意以桃園地方法院為第一審管轄法院 有機農產品驗證證書字號:1-009-210002,無,https://s1.myqr.com.tw/newshop/177/TypeGoods?type2=5425&type1=5964&type0=6202&pageIndex=0&goodId=29280,無,https://pshop.myqr.com.tw/qrssimage/GoodsImage/69/69354.jpg?11
4712572800686,亞麻黃金鹹豆奶/微鹹/30g*24入,常溫食品,沖調/飲品/咖啡/早餐,沖調飲品,無,551,0.0,16,呷七碗,產品特色 ?唯一權威知名預防醫學醫院健康推薦 ?不惜重本研發、以黃豆為基底、添加亞麻仁籽、營養好滋味 ?採用先進雙軸 10 秒瞬間熟化技術、營養不流失 ?高膳食纖維、高鐵、含鈣 ?全素食、無蛋、無奶、符合【臺安醫院健康新起點】健康概念 ?無添加精製鹽、嚴選天然岩鹽、微鹹無負擔 ?無添加奶精、糊精、豆膠等增稠劑、給您真材實料好口感 ?無人工添加物(香料、色素、甘味劑) ?SGS 檢驗合格、無重金屬、防腐劑、黃麴毒素、三聚氰氨、通過 398 項農藥檢測、生菌數、大腸桿菌檢測合格 商品規格 商品名稱 亞麻黃金鹹豆奶 品牌 呷七碗 包裝入數 2-10 入 商品種類 蔬果多穀 / 鹹豆奶 保存方法 請存放於陰涼乾燥處、開封後請盡快食用. 內容物成份 亞麻仁籽、黃豆、綠豆、碗豆、水解大豆蛋白、玉米、糙米、大麥、蕎麥、南瓜粉、天然紅藻粉、洋香菜葉、岩鹽、酵母抽出物 熱量 熱量 116 大卡 每份營養成份 蛋白質 5.2 公克、脂肪 2.5 公克(飽和脂肪 1.2 公克、反式脂肪 0.0 公克、膽固醇 0.0 毫克)、碳水化合物 16.1 公克(糖 5.9 公克、膳食纖維 2.9 公克)、鈉 250 毫克、鐵 1.6 毫克、鈣 56 毫克 內容量(g/ml) 30 公克*10 入 / 盒 食品添加物名稱 無 製造 / 加工地 台灣 廠商名稱 呷七碗健康生技(嘉義食品工業股份有限公司) 廠商電話號碼 (02)8228-7777 廠商地址 新北市中和區中正路 907 號 保存期限 18 個月 製造日期╱有效日期 依商品包裝標示 投保產品責任險字號 蘇黎世產險 A0-105-06535402-00008-PDL 其他揭露事項 本產品含有豆類、堅果、穀類及其製品,無,https://s1.myqr.com.tw/newshop/177/TypeGoods?type2=5425&type1=5964&type0=6202&pageIndex=0&goodId=29312,無,https://pshop.myqr.com.tw/qrssimage/GoodsImage/69/69581.jpg?94
4710799500327,南瓜五穀堅果飲-無糖/400g,常溫食品,沖調/飲品/咖啡/早餐,沖調飲品,無,200,0.0,12,源順,現代人飲食大多以精緻加工食品為主、除了美味以外、大多數因過度加工而喪失了食材的養分、使得往往吃進肚子裡的食物、除了熱量以外、沒有太多營養成分、源順南瓜五穀堅果飲、使用當季新鮮南瓜、保留整顆南瓜外皮與南瓜子的完整營養、以專業技術熟化後研磨成粉、特別加入多種五榖雜糧、除了增加香味以外、也讓營養成分更加分. 源順食品的堅持: 源順致力於多穀米與各式穀物原料的加工應用、是一間具健康養生概念的公司.對於即食商品的加工上源順提供了膨發、低溫烘焙、蒸煮、瞬間熟化等方式、滿足商品不同屬性的特色、除了原料供應之外、源順食品廠亦大力引進先進研磨設備. 【食用方法】 將 25 公克(約 2 茶匙)南瓜五穀堅果飲以 200CC 熱開水沖泡、攪拌均勻即可飲用、可依個人喜好增減濃淡、也可適量加入牛奶或豆漿沖調飲用、增加口感、營養更加分. 商品規格: 商品名稱:源順 - 南瓜五穀堅果飲(無添加糖) 成分:南瓜、雪蓮子、糙米、黑木耳、白米、小麥、白芝麻、小麥胚芽、黃豆、卵磷脂、蕎麥、燕麥、南瓜子、大麥、小米、核桃、杏仁、小麥蛋白、啤酒酵母 包裝規格:400 公克 / 包 保存期限:一年 產地:台灣製造 保存方式:放置陰涼乾燥處、避免陽光直射及高溫潮濕.開封後請冷藏密封保存、並盡快食用完畢. ※本產品含有芝麻、大豆、麩質之穀物、堅果及其製品. ※生產管線亦有花生、芝麻、大豆、堅果、牛奶及含麩質之穀物產品,無,https://s1.myqr.com.tw/newshop/177/TypeGoods?type2=5425&type1=5964&type0=6202&pageIndex=0&goodId=35453,無,https://pshop.myqr.com.tw/qrssimage/GoodsImage/86/86181.jpg?94
4712572800099,南瓜養生沖調/微鹹/28g*24入,常溫食品,沖調/飲品/咖啡/早餐,沖調飲品,無,551,0.0,32,呷七碗,品名:南瓜養生沖調(微鹹) 成份: 玉米(非基因改造)、糙米、燕麥、豆漿粉(非基因改造)、薏仁、南瓜、高麗菜、岩鹽、酵母抽出物、海帶芽、紅蘿蔔、糖蜜酵母、黑糖、發芽玄米、南瓜子、小米、芹菜. 食用方式: 隨身包撕開倒入杯中、加入 200cc 溫熱開水(80°C)、攪拌溶解即可、沖泡 2 分鐘後最佳品嚐、亦可加蛋、奶等食材、料理成濃湯風味更佳. 有效期限:24 個月 容量:28 公克&times;24 包 保存方式:避免放置於高溫、日照及潮濕處.開封後請儘速食用. 產地:台灣 營養標示每一份量含 28 公克本包裝含 24 份 每份每 100 公克 熱量 98.3 大卡 351.2 大卡 蛋白質 3.3 公克 11.8 公克 脂肪 0.5 公克 1.8 公克 飽和脂肪 0.1 公克 0.4 公克 反式脂肪 0 公克 0 公克 膽固醇 0 毫克 0 毫克 碳水化合物 21.0 公克 75.0 公克 糖 1.7 公克 6.1 公克 膳食纖維 1.7 公克 6.1 公克 鈉 212 毫克 757 毫克 維生素 C12.0 毫克 42.9 毫克 鐵 1.3 毫克 4.7 毫克 鈣 29 毫克 104 毫克,無,https://s1.myqr.com.tw/newshop/177/TypeGoods?type2=5425&type1=5964&type0=6202&pageIndex=0&goodId=29315,無,https://pshop.myqr.com.tw/qrssimage/GoodsImage/69/69603.jpg?94
4710799501362,客家風擂茶-無糖/500g,常溫食品,沖調/飲品/咖啡/早餐,沖調飲品,無,220,0.0,-1,源順,源順食品客家風擂茶(無糖) ●以養生食膳配方製成、含二十多種穀物、適合注重養生的人食用 ●吃得到芝麻粒的口感、給您最道地的客家擂茶 ●可加入精力湯一起調勻飲用、不僅味道香濃、口感升級、營養更加分 ●無添加糖配方、健康無負擔 ●本產品為奶素 食用方式 1.取 25 公克的穀粉加入 200C.C.的溫熱水中、攪拌均勻後即可食用 2.可加入豆漿或牛奶等飲品中、沖調飲用、增添風味及營養 3.可於調製蔬果汁時、加入穀粉一起攪打、即成營養美味的精力湯 成份:綠茶、糙米、燕麥、紅豆、黑豆、綠豆、黃豆、玉米、黑芝麻、白芝麻、蕎麥、大麥、雪蓮子、苜蓿、香菇、黑木耳、菊苣纖維、芡實、薏仁、山藥、茯苓、蓮子、卵磷脂 產地:台灣 產地:台灣製造 保存方法:避免陽光直射及高溫潮濕、開封後請確實將鏈袋密封、並盡快食用完畢 保存期限:1 年 規格:500G/ 包 廠商名稱:源順食品有限公司 廠商地址:雲林縣虎尾鎮文科路 498 號 廠商電話:05-6221108 食品業者登錄字號:P-164951027-00001-8 投保產物產險字號:130408AKP0001696,無,https://s1.myqr.com.tw/newshop/177/TypeGoods?type2=5425&type1=5964&type0=6202&pageIndex=0&goodId=35452,無,https://pshop.myqr.com.tw/qrssimage/GoodsImage/86/86179.jpg?31
4712572801522,活力松子堅果飲/微甜/30g*24入,常溫食品,沖調/飲品/咖啡/早餐,沖調飲品,無,551,0.0,11,呷七碗,?產品特色 臺安醫院健康發展部配方審定;嚴選超級營養素之稱濃度高達 90% 的芝麻素與松子、搭配各樣富含抗氧化維生素的天然穀物與養身堅果、以電腦雙軸滾輪乾燥技術、全程採用低溫熟化處理、製程短、完整保留食材營養價值及自然原味;一天一杯就可以攝取到 1800 粒芝麻所含的芝麻素、20 顆蘋果的鐵、5 根香蕉的膳食纖維、2 杯豆漿的鈣;非常適合年長者與正在發育的孩童、是您最安心、信賴的選擇. # 芝麻素 # 每日堅果 # 營養價值高 ?產品內容 重 量:30g?1 包(24 包 / 盒) 成 份:黃豆(非基因改造)、黑糖、糙米、燕麥、黑豆、綠豆、黑芝麻、白木耳、綠茶粉、豌豆、大麥、蕎麥、白芝麻、腰果、杏仁、夏威夷豆、南瓜子、松子、光中杏、芝麻素 過過敏原警示:本產品含麩質穀類和豆類、不適合其過敏體質者食用 食品添加物:純天然無添加 製造加工地:台灣 產品責任險:和泰產物保險 A0-110-09573573-00002-PDL 食品業者登錄字號:F-186761627-00000-6 ?食用方法 隨身包撕開倒入杯中、加入?冷開水攪拌溶解、再加入?熱開水、均勻攪拌即可享用. ?保存期限 12 個月(請存放於陰涼乾燥處、開封後請盡快食用.),無,https://s1.myqr.com.tw/newshop/177/TypeGoods?type2=5425&type1=5964&type0=6202&pageIndex=0&goodId=32543,無,https://pshop.myqr.com.tw/qrssimage/GoodsImage/78/78046.jpg?31
4712572801560,珍姬松茸鮮菇飲/鹹/28g*24入,常溫食品,沖調/飲品/咖啡/早餐,沖調飲品,無,551,0.0,23,呷七碗,?產品特色 臺安醫院健康發展部配方審定;嚴選所有菌菇類之冠在日本有姬松茸別名與神奇蘑菇之稱的『巴西蘑菇』、含有所有菇類最高的獨特珍貴豐富多醣體、與 18 種胺基酸、其中 8 種為人體無法自行製造的必需胺基酸、也是 2000 年美國食品藥物管理局登錄認可為最營養補充品;無精製油、無精製糖、無蛋、無動物奶、全素、高膳食纖維、零膽固醇、以電腦雙軸滾輪乾燥技術、全程採用低溫熟化處理、製程短、完整保留食材營養價值及自然原味、是您最安心、信賴的選擇. # 姬松茸 # 巴西蘑菇 # 必須胺基酸 ?產品內容 重 量:28g?1 包(24 包 / 盒) 成 份:玉米(非基因改造)、燕麥、糙米、薏仁、豆漿粉、高麗菜、岩鹽、綜合菇粉、香菇、洋菇、鴻喜菇、杏鮑菇、白精靈菇、珊瑚菇、黑美人菇、白美人菇、金針菇、黑糖、海帶芽、酵母抽出物、糖蜜酵母、紅蘿蔔、洋香菜葉、發芽玄米、紫山藥、巴西蘑菇萃取物、芹菜 過過敏原警示:本產品含麩質穀類和豆類、不適合其過敏體質者食用 食品添加物:純天然無添加 製造加工地:台灣 產品責任險:和泰產物保險 A0-111-11260930-0001-PDL 食品業者登錄字號:F-186761627-00000-6 ?食用方法 隨身包撕開倒入杯中、加入?(約 80cc)冷開水攪拌溶解、再加入?熱開水、均勻攪拌即可享用. ?保存期限 24 個月(請存放於陰涼乾燥處、開封後請盡快食用.),無,https://s1.myqr.com.tw/newshop/177/TypeGoods?type2=5425&type1=5964&type0=6202&pageIndex=0&goodId=46319,無,https://pshop.myqr.com.tw/qrssimage/GoodsImage/126/126286.jpeg?14
4710445343261,神脆脆 黑豆藜麥棒/13g*10入,常溫食品,沖調/飲品/咖啡/早餐,沖調飲品,無,120,0.0,30,源昶,黑豆藜麥棒 -10 入 / 包,無,https://s1.myqr.com.tw/newshop/177/TypeGoods?type2=5425&type1=5964&type0=6202&pageIndex=0&goodId=46296,無,https://pshop.myqr.com.tw/qrssimage/GoodsImage/126/126236.jpg?14
